Objektnummer;Kulturdenkmaltyp;Kreis;Gemeinde;Adresse-Lage;Bezeichnung;Beschreibung;Begründung;Schutzumfang;FotoURL
15171;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Segeberger Straße 32";"Gadelander Mühle";"Gadelander Mühle; 1922, 1936 u. 1938; Zimmermeister Grothmaack, Gustav Micheels; zweigeschossiger Backsteinbau unter ausgebautem Mansarddach, Mittelachse durch übereinanderliegende Ladeluken und Zwerchhaus mit Ladeluke betont, gleichmäßig gereihte Fenster unter gemauerten Bögen; links und rechts zweigeschossige, flachgedeckte Backsteinanbauten auf niedrigerem Sockel";"Geschichtlich, Städtebaulich, Technisch";"Gadelander Mühle, Feldsteineinfriedung, Gartenpavillon";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15171.jpg"
21468;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Steinkamp 11 - 15";"Laubenganghaus";"Mietswohnhaus; 1952-1953, Architekt: Hans Joachim Westphal; drei- bis viergeschossiger Dreiflügelbau auf U-förmigem Grundriss unter Satteldächern, Erschließung durch übereinanderliegende Laubengänge, authentischer Vertreter seiner Baugattung; mit Gedenkstein für Eberhard Wildermuth und Skulptur „Familie“";"Geschichtlich, Künstlerisch, Städtebaulich";"Laubenganghaus, Skulptur 'Familie', Gedenkstein für Eberhard Wildermuth";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21468.jpg"
21568;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Tasdorfer Weg 3";"Bauernhaus";"Bauernhaus; um 1900; zweigeschossiges Wohn- und Wirtschaftsgebäude in Backstein unter flachem Satteldach über L-förmigem Grundriss, Wohntrakt mit übergiebeltem Mittelrisalit mit eingezogener, säulenbetonter Vorhalle; Lindenreihe entlang der südlichen Grundstücksgrenze";"Geschichtlich, Kulturlandschaftlich";"Bauernhaus, Lindenreihe";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21568.jpg"
458;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Uferstraße 13";"Fachhallenkate";"Fachhallenkate; 1777; zum sog. Einfelder Hof gehörig; in Fachwerk ausgeführter Zweiständerbau unter Reetdach, nach Süden zweistufiger verbretterter Giebel über Konsolen auskragend; Inschrift über dem ehem. Großtor";"Geschichtlich, Kulturlandschaftlich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/458.jpg"
15211;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Uferstraße 19";"Villa Hornung";"Villa Hornung; 1912, Johann Theede; zweigeschossiger Backsteinbau der Heimatschutzarchitektur unter hohem geschweiftem Walmdach, Straßenfassade mit polygonalem, von ionischen Werksteinsäulen unterteiltem Eingangsvorbau mit Altan";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15211.jpg"
15145;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Vicelinstraße 51";"Vicelinschule";"Vicelinschule, ehem. Volksschule für Mädchen und Knaben; 1869, Stadtbaumeister Witt; zweigeschossiger Backsteinbau über 13 Achsen unter Walmdach mit Seitenrisaliten unter Schopfwalmdach, Mittelachse durch Zwerchhaus betont, Fassade durch dunkle Glasurziegel und Maueranker verziert";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15145.jpg"
21484;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Warmsdorfstraße 14";"Einfamilienhaus";"Einfamilienhaus; 1905/06, Gottfried Wiese; zweigeschossiger traufenständiger Backsteinbau unter auskragendem Schopfwalmdach, Straßenfassade mit übergiebeltem Seitenrisalit, Fenster in dekorativen Putzrahmungen";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21484.jpg"
15150;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Warmsdorfstraße 21";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1925, August Silbertoff für den Allgemeinen Bau- und Sparverein für Neumünster und Umgebung; viergeschossiger Backsteinbau unter Walmdach in winkliger Anlage, Straßenfronten aufgelockert durch breite, an den Kanten rustizierte Erker in den Obergeschossen, an der Schwalbenstraße zweigeschossiger ehem. Bürobau";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15150.jpg"
21485;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Warmsdorfstraße 23 - 29";"Mietwohnungsblock";"Mietwohnungsblock; 1929, August Silbertoff für den Allgemeinen Bau- und Sparverein Neumünster; dreigeschossiger Mietwohnungsblock unter Walmdach, schlichte Backsteinfront durch einspringende überhöhte Eingangsachsen mit ornamentalem Ziegelversatz um die Eingänge gegliedert, Trauflinie durch mehrreihiges Zahnfries betont, Hausteil am Vogelsang zurückspringend und durch Stegrustika verziert";"Geschichtlich, Städtebaulich";"gesamtes Äußeres";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21485.jpg"
3477;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Waschpohl 12";"Hinselmann-Haus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3477.jpg"
14030;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Wilhelmstraße 8 - 16";"Johann-Hinrich-Fehrs-Schule";"Johann-Hinrich-Fehrs-Schule, ehem. Volksschule für Knaben und Mädchen; 1901; zweigeschossiger Backsteinbau unter Satteldach, Straßenfront strukturiert durch zwei von Krüppelwalmdächern abgeschlossene dreigeschossige Risalite mit  portalmäßig gefassten Eingängen; im Hof gleichzeitige Turnhalle in übereinstimmender Gliederung";"Geschichtlich, Städtebaulich";"Johann-Hinrich-Fehrs-Schule, Turnhalle";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14030.jpg"
21504;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Wilhelmstraße 15 a-b";"Vorderhaus";"Vorderhaus; 1911/12, Architekt Gottfried Wiese; breit gelagertes Wohnhaus in Backstein mit Putzgliederung, viergeschossig unter Mansarddach in barockisierenden Formen des Heimatstils, kräftige Seitenrisalite und zurückliegender Mitteltrakt mit Durchfahrt zitieren Ehrenhofmotiv";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, zwei Hofgebäude";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21504.jpg"
21516;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Wittorfer Straße 39";"Arbeitsamt";"Arbeitsamt; 1937-1939; Hans Wagner; dreigeschossiger Backsteinbau unter Walmdach in schlichter Ausführung, Fenster im Erdgeschoss von Werksteineinfassungen zu einem Band zusammengefasst";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21516.jpg"
13901;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Wrangelstraße 12";"Verwaltungsgebäude";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13901.jpg"
3481;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Wrangelstraße 34 - 34a";"ehem. Norddeutsche Lederwerke";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Technisch";"gesamtes Äußeres";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3481.jpg"
14071;"Teil einer baulichen Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Großflecken 56";"ehem. Hotel Kaiserhof (Fassade)";"ehem. Hotel „Kaiserhof“, Fassade; 1889/90, Zimmermeister Groth und Einfeldt; dreigeschossige Front mit überhöhtem, von Dachkuppel abgeschlossenem Mittelrisalit und neobarockem Fassadendekor";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14071.jpg"
15426;"Teil einer baulichen Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Großflecken 62 - 64";"Wohn- und Geschäftshaus (Fassade)";"Wohn- und Geschäftshaus, Fassade; 1894, Carl Otto Göttsche; viergeschossige historistische Backsteinfassade in farbig akzentuiertem Zierverband mit Stuck- und Zierfliesenfeldern, Erdgeschosszone mit Arkaden";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15426.jpg"
43687;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Am Heldenhain";"Heldenhain Gadeland";"„Heldenhain Gadeland“; verm. um 1920 u. 1950; hainartige Anlage mit Birken-, Kiefern- und Rhododendronpflanzungen; Bruchsteinterrasse mit zwei Inschriftenfindlingen für die Gefallenen des Ersten und Zweiten Weltkrieges";"Geschichtlich, Städtebaulich";"'Heldenhain' Gadeland, Findling Erster Weltkrieg, Findling Erster u. Zweiter Weltkrieg";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/43687.jpg"
10829;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Brachenfelder Straße 69 - 71";"Garten der Villa Ströhmer/Wachholtz";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Garten der Villa Ströhmer/Wachholtz, Hühnerhaus, Lindenallee, Kastanienallee, Blutbuche, Hängebuchengruppe";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10829.jpg"
27791;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Carlstraße 66";"Garten der Villa Moll";"Landhausgarten; um 1910, Bauherr: Alexander Moll; Reformgarten im Sinne von Hermann Muthesius in Form eines Eichenhains mit Rhododendrenanpflanzungen, Schmuckpartien am Haus; Einheit von Innen- und Außenraum";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27791.jpg"
10634;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Carlstraße 169";"Villengarten";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10634.jpg"
15262;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Carlstraße u.a.";"Stadtpark";"Stadtpark; 1864 Anpflanzung eines Forsts durch Carl Geerdts; 1906 Umgestaltung Wilhelm Hennings; landschaftlicher Waldpark mit geschwungener Wegeführung, Baumgruppen, Lichtungen und Rhododendren; Gedenkstein Carl Geerdts von 1894";"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich";"Stadtpark, Geerdts-Denkmal";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15262.jpg"
21285;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Christianstraße 11";"Alter Friedhof";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alter Friedhof, Historische Grabmale, Lindenalleenkranz (Christianstraße, Am Alten Kirchhof)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21285.jpg"
29661;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Färberstraße";"Kastanien-Linden-Allee";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"gesamtes Objekt";""
29663;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Geerdtsstraße";"Lindenallee";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29663.jpg"
21238;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Haart 32";"Garten des Caspar-von-Saldern-Hauses";"Garten des Caspar-von-Saldern-Hauses; ehem. Barockgarten; heute öffentliche Grünanlage; langgestreckte, axial zum ehem. Amtshaus ausgerichtete, nördlich von Lindenreihe begleitete Grünfläche mit Altbaumbestand";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21238.jpg"
21239;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Haart 32";"Lindenallee";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21239.jpg"
29664;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Haartallee";"Haartallee: einreihige Lindenallee";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29664.jpg"
22748;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Hinter der Kirche";"Kirchhof der Vicelinkirche";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"Kirchhof der Vicelinkirche, Lindenreihen, Lindenalleen, Esche (Naturdenkmal)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22748.jpg"
29656;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Holsatenring";"Lindenallee auf dem Mittelstreifen";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"gesamtes Objekt";""
12779;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Hürsland 2";"Volkshaus Tungendorf: Gartenanlage";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Volkshaus Tungendorf: Gartenanlage, Halbrunde Allee mit Mittelallee und seitlichen Reihen, Allee mit Rondell westlich des Volkshauses";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/12779.jpg"
28197;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Hürsland 2";"Baumkranz Sportplatz";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";""
28204;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Hürsland 2";"Ehrenmal für die Gefallenen des Ersten Weltkrieges";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/28204.jpg"
12713;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Junglöwweg";"Friedenshain";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Kulturlandschaftlich";"Friedenshain, umlaufender Wall mit Rotbuchen, zentraler Denkmal-Findling, Bronzeplatte, Steinkranz, Eichenraster";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/12713.jpg"
3462;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Klosterinsel";"Klosterinsel";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3462.jpg"
10825;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße u.a.";"Selcks Park";"Selcks Park; um 1905, historischer Villengarten mit Teich und Insel umgeben von Rundweg, Wiesenflächen mit Altbaumbestand; Kastanienallee entlang der Schwale";"Geschichtlich, Städtebaulich";"Selcks Park, Kastanienallee entlang der Schwale";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10825.jpg"
13605;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 50";"Garten";"Garten; um 1897/99; parkartig gestaltete Gartenanlage mit altem Baumbestand, Grotte sowie Resten eines Gewächshauses und einem Teepavillonfundament";"Geschichtlich, Künstlerisch";"Garten, Einfriedung, Grotte, Teepavillon-Fundament, ruinöses Gewächshaus";""
30902;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 52";"Villengarten";"Garten; um 1897/98; ausgedehntes Gartenareal, einst über Brücke mit Grundstücksteil jenseits der Schwale verbunden; an der südwestlichen Grundstückgrenze Promenade mit Allee";"Geschichtlich, Künstlerisch, Städtebaulich";"Villengarten, Promenade zum Tivoli, straßenseitige Einfriedung";""
22744;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 11";"Garten der ehem. Villa Hanssen (Köster)";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"Garten der ehem. Villa Hanssen (Köster), Zufahrtsallee Rosskastanie";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22744.jpg"
41745;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 12 - 18";"Park der Theodor-Litt-Schule";"Park der Theodor-Litt-Schule; um 1953; rechteckige, von zentraler Rasenfläche mit Ziergehölzpflanzungen dominierte Parkanlage, die an den Rändern von geschwungenen Plattenwegen, Bruchsteinmauern und Beeten gesäumt wird; rundes ehem. Brunnenbecken im Südwesten der Anlage";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41745.jpg"
28951;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße";"Platanenreihe";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/28951.jpg"
14112;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 89";"Nordfriedhof";"Nordfriedhof; 1869 angelegt, ab 1906 östlich erweitert; 11 ha Fläche, westlicher Teil Achsenkreuz mit umlaufendem Weg am Außenrand, östliche Erweiterung durch axial gegliederte Seitenbereiche und mittigen Bereich aus geschwungen Wegen und unregelmäßigen Grabfeldersegmenten, die topographischen Strukturen durch Baumreihen, vornehmlich Linden, begleitet; nach Süden durch Friedhofsmauer und Eisentor begrenzt; am Standort der ehem. Kapelle Steinstelen „Stätte der Besinnung“, Skulptur von Hermann Pohl";"Geschichtlich, Künstlerisch, Städtebaulich";"Nordfriedhof, Steinstelen 'Stätte der Besinnung'";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14112.jpg"
44027;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Rendsburger Straße";"Lindenallee";"Lindenallee; ca. 1920-1940 angelegt; einreihige, z.T. zweireihige Allee aus Holländischen Linden und Silberlinden; Bäume der ehem. Chaussee nach Rendsburg";"Geschichtlich, Kulturlandschaftlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44027.jpg"
44054;"Gründenkmal";"Stadt Neumünster";"Neumünster, Stadt";"Wührenallee";"ehem. Hofallee";"ehem. Hofallee; zum Gut „Einfelder Hof“ zugehörig, wohl auf 1777 zurückgehend; ca. 135 m lange Allee aus Kastanien, Spitzahorn und Linden in engem Reihenabstand von 3 Metern";"Geschichtlich, Kulturlandschaftlich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44054.jpg"
