"Bescheid-Nr.
Notice-no."; "Bezeichnung des Stoffes oder Gegenstandes
Name (trade name) of the substance or article"; "Identifikation
Identification"; "Lagergruppe+Verträglichkeitsgruppe
Storage group+compatibility group"; "Sicherheitsrelevante Verpackungsmerkmale
Safety-relevant packaging characteristics (some only in German)"
"II.3/5038/04"; "Zünder 1EPWH 45"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
      Säcke aus Kunststoff

Zwischen:
      Nicht erforderlich

Außen:
      Kisten aus starrem Kunststoff (4H2)"
"II.3/5039/04"; "Schneidschnur 5SNEPS05"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen: 
      Spezialeinsatz

Zwischen:
      Nicht erforderlich

Außen: 
      Kiste aus Naturholz, einfach (4C1)"
"II.3/4825/04"; "Plastiksprengstoff NSP 71"; "EG-Baumusterprüf-bescheinigung
PvTT 097/02"; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4828/04"; "Zünder Percussion Initiator 
DYNAWELL Custom 2 - MINI"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:  
        Bis zu 25 Gegenstände in  
        einem Aufnahmeblock aus
        Sperrholz mit Bohrung.

Außen:        
        Ein Aufnahmeblock in einer
        Kiste aus Stahl (4A).

Die Verpackung entspricht dem Zeichnungssatz ZB-V-1-2."
"II.3/4829/04"; "Zünder Percussion Initiator 
DYNAWELL Custom 2 - MINI"; ""; "1.4B"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:                   
         Je ein Gegenstand in einer
         leitfähigen Packtüte in einem 
         Loch in dem Einsatz zur
         Einschlagverpackung

Zwischen:                 
         Zwei Einschlagverpackungen 
         mit je 25 Gegenständen in 
         einem  Alfosack

Außen:                      
         Ein Alfosack in einer
         Kiste aus Pappe (4G)

Die Verpackung entspricht dem Zeichnungssatz ZB-V-1-1."
"II.3/4759/04"; "Kurzzeitzündeinrichtung EXEL MS"; "BAM-ZNE-016"; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4760/04"; "Langzeitzündeinrichtung EXEL LP"; "BAM-ZNE-017"; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4761/04"; "Kurzzeitzündeinrichtung EXEL HANDIDET"; "BAM-ZNE-018"; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4762/04"; "Langzeitzündeinrichtung EXEL HANDIDET LP"; "BAM-ZNE-019"; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4763/04"; "Kurzzeitzündeinrichtung EXEL CONNECTADET"; "BAM-STV-008"; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4772/04"; "Langzeitzündeinrichtung EXEL HANDIDET LP"; "BAM-ZNE-019"; "1.4B"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Innen:
Nicht mehr als 10 Gegenstände, deren Zünder in  Verpackungsschuhen aus Kunststoff stecken, sind in Alfosäcken als Innenverpackung verpackt.
Die Abstände zwischen den Röhrchen zur Aufnahme der Zünder und ihre Wanddicke müssen mindestens denen des Verpackungsschuhs gemäß Zeichnung Nr. Z1309 entsprechen.

Außen:
Nicht mehr als 10 Innenverpackungen in Kisten aus Pappe (4G).

Alternativ:

Innen:             Faltschachtel aus Pappe
Außen:            Kisten aus Pappe (4G)

Zwischen den maximal 4 Innenverpackungen und der Außenverpackung befinden sich HDF-Platten (nach EN 622-5) mit mindestens 5 mm Dicke, die Innenverpackungen untereinander sind durch eine oder zwei Platten der gleichen Qualität, mit einer Gesamtdicke von mindestens 10 mm getrennt. Eine Innenverpackung enthält maximal 20 Gegenstände.

Alternativ:

Innen:              Alfosäcke
Außen:            Kisten aus Pappe (4G)

Zwischen den maximal 8 Alfosäcken und der Außenverpackung befinden sich HDF-Platten (nach EN 622-5) mit mindestens 5 mm Dicke, die Alfosäcke (1 oder 2 Stück) sind durch jeweils eine oder zwei Platten der gleichen Qualität, mit einer Gesamtdicke von mindestens 10 mm getrennt."
"II.3/4773/04"; "Kurzzeitzündeinrichtung EXEL CONNECTADET"; "BAM-STV-008"; "1.4B"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Innen:
Bis zu 10 Gegenstände, deren Zündverzögerer in je einem Verbinderblock stecken, sind in Alfosäcken als Innenverpackung verpackt.

Außen:
Bis zu 10 Innenverpackungen in Kisten aus Pappe (4G)

Alternativ:

Innen:            Faltschachtel aus Pappe
Außen:           Kiste aus Pappe (4G)

Zwischen den maximal 4 Innenverpackungen und der Außenverpackung befinden sich HDF-Platten (nach EN 622-5) mit mindestens 5 mm Dicke, die Innenverpackungen untereinander sind durch eine oder zwei Platten der gleichen Qualität, mit einer Gesamtdicke von mindestens 10 mm getrennt.Eine Innenverpackung enthält maximal 20 Gegenstände.

Alternativ:

Innen:              Alfosäcke
Außen:             Kisten aus Pappe (4G)

Zwischen den maximal 8 Alfosäcken und der Außenverpackung befinden sich HDF-Platten (nach EN 622-5) mit mindestens 5 mm Dicke, die Alfosäcke (1 oder 2 Stück) sind durch jeweils eine oder zwei Platten der gleichen Qualität, mit einer Gesamtdicke von mindestens 10 mm getrennt."
"II.3/4706/04"; "Zünder Electric Detonator DYNAWELL 1018 HMX"; ""; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4707/04"; "Zünder Electric Detonator DYNAWELL 1018 HMX"; ""; "1.4B"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:                  
       Kisten aus Pappe mit 
       Pappröhren zur Aufnahme 
       je eines Zünders

Zwischen:                  
       Nicht erforderlich

Außen:                  
       Kisten aus Pappe (4G)"
"II.3/4708/04"; "Zünder Electric Detonator DYNAWELL 1018 HMX"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:                 
      Maximal 50 Zünder in einem 
      Aufnahmeblock aus Sperrholz 
      mit Bohrungen 

Zwischen:                 
      Nicht erforderlich

Außen:                             
      Ein Aufnahmeblock in einer 
      Kiste aus Stahl (4A)

Die Verpackung entspricht dem Zeichnungssatz K 557."
"II.3/4561/04"; "Hohlladung Shaped Charge DYNAWELL 32g DP En"; ""; "1.4D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4562/04"; "Hohlladung Shaped Charge DYNAWELL 61g BH"; ""; "1.4D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4543/04"; "Sprengstoff NOBELIT AL"; "EG-Baumusterprüf-bescheinigung
Nr. 0080.EXP.04.0015"; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4450/04"; "Schwarzpulver, mit Wasser gesättigt"; ""; "1.4D"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen: 
        Nicht erforderlich

Zwischen: 
       Nicht erforderlich

Außen: 
       Fässer aus
         Stahl mit abnehmbarem Deckel
         (1A2)         
         Kunststoff mit abnehmbarem
         Deckel (1H2)

Die Fässer müssen wasserdicht sein.
Das Schwarzpulver muss vollständig von Wasser bedeckt sein. 
Der Wassergehalt darf sich während der Lagerung nicht verringern."
"II.3/4633/04"; "23 mm Kopfzünder A-23"; ""; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4634/04"; "100 mm Kopfzünder PD-30/dz30"; ""; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4635/04"; "122 mm Kopfzünder KZ88, ohne Detonator"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4636/04"; "122 mm Kopfzünder V-15, ohne Detonator"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4637/04"; "Tracer 82BZK"; ""; "1.4G"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4638/04"; "Tracer No. 12"; ""; "1.4G"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4639/04"; "82 mm Squib 121 C"; ""; "1.4S"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4640/04"; "23 mm Splittersprenggranate"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4641/04"; "20 mm Manöverpatrone"; ""; "1.4C"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4642/04"; "20 / 23 mm Geschoss mit Leuchtspur"; ""; "1.4G"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4643/04"; "125 mm Treibladungshülse"; ""; "1.3C"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4314/04"; "Sprengschnur Dynacord 80"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4250/04"; "Zünder i-kon Detonator X-413"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4253/04"; "Zünder i-kon Detonator X-416"; ""; "1.4B"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:
      Nicht mehr als 120 Zünder in vier 
      Lagen, jeweils getrennt durch eine
      Papplage

Zwischen:
      Nicht erforderlich

Außen:
      Kiste aus Pappe (4G)"
"II.3/4255/04"; "Zünder i-kon Detonator X-416"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/4149/04"; "Sprengkörper M 77"; ""; "1.1D"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen: 
      Säcke aus Kunststoff

Zwischen: 
      Horden aus Pappe

Außen: 
      Kisten aus Pappe (4G)"
"II.3/3782/04"; "Anzünder NASA Standard Initiator 
NSI-1 P/N 1-10197-11"; ""; "1.4S"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/3733/04"; "Schlagzünder Percussion Initiator 
DYNAWELL Custom 1
Outer dimensions same as Halliburton&rsquo;s HTI"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:   
       Bis zu 25 Gegenstände in 
       einem Aufnahmeblock aus 
       Sperrholz mit Bohrung.

Außen: 
       Ein Aufnahmeblock in einer
       Kiste aus Stahl (4A).

Die Verpackung entspricht 
dem Zeichnungssatz ZB-V-1-2."
"II.3/3734/04"; "Schlagzünder Percussion Initiator 
DYNAWELL Custom 1
Outer dimensions same as Halliburton&rsquo;s HTI"; ""; "1.4B"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:              
       Je ein Gegenstand in einer 
       leitfähigen Packtüte in einem Loch
       in dem Einsatz zur Einschlagver-
       packung

Zwischen:               
       Zwei Einschlagverpackungen mit 
       je 25 Gegenständen in einem 
       Alfosack

Außen:                
      Ein Alfosack in einer 
      Kiste aus Pappe (4G)

Die Verpackung entspricht dem 
Zeichnungssatz ZB-V-1-1."
"II.3/3751/04"; "Gefechtskopf 2,75"" rocket warhead MK2 HBX w/fuze"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/3863/04"; "Treibladungspulver VT N 330"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:
          Behälter aus
               Kunststoff

Zwischen:
          Nicht erforderlich

Außen:
          Kisten aus
               Pappe (4G)

Die Nettoexplosivstoffmasse je Innen-
verpackung darf 1000 g nicht überschreiten."
"II.3/3864/04"; "Treibladungspulver VT N 340"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:
          Behälter aus
               Kunststoff

Zwischen:
          Nicht erforderlich

Außen:
          Kisten aus
               Pappe (4G)

Die Nettoexplosivstoffmasse je Innen-
verpackung darf 1000 g nicht überschreiten."
"II.3/3754/04"; "Sprengstoff EMULINIT 2"; "EG-Baumusterprüf-bescheinigung
Nr. 0080.EXP.04.0015"; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/2484/04"; "Sprengkurzzeitzünder DYNADET-VA-25ms"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/2406/04"; "Zündverstärker Bi-Directional Booster Z 908 (HMX)"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:
      Nicht mehr als 100 Zündverstärker
      sind in Löcher in 35 mm dicken
      Schaumstoffplatten aus 
      Polyethylen oder Polyurethan zu 
      stecken. Die Zündverstärker 
      müssen untereinander einen seit-
      lichen Mindestabstand von 28 mm
      haben. Zwei dieser Schaumstoff-
      platten befinden sich in der Außen-
      verpackung.

Zwischen:
      Zwischen den Platten sowie über 
      der oberen und unter der unteren 
      Platte muss sich je eine 15 mm 
      dicke Schaumstoffplatte aus 
      Polyethylen oder Polyurethan 
      befinden.

Außen:
      Kisten aus 
          Pappe (4G)

Nebenbestimmungen:
 Mit der Erteilung dieses Bescheids wird der Bescheid Nr. 1315-BAM-4.32 ungültig."
"II.3/2407/04"; "Zündverstärker Bi-Directional Booster Z 909 (HNS)"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:
      Nicht mehr als 100 Zündverstärker
      sind in Löcher in 35 mm dicken
      Schaumstoffplatten aus 
      Polyethylen oder Polyurethan zu 
      stecken. Die Zündverstärker 
      müssen untereinander einen seit-
      lichen Mindestabstand von 28 mm
      haben. Zwei dieser Schaumstoff-
      platten befinden sich in der Außen-
      verpackung.

Zwischen:
      Zwischen den Platten sowie über 
      der oberen und unter der unteren 
      Platte muss sich je eine 15 mm 
      dicke Schaumstoffplatte aus 
      Polyethylen oder Polyurethan 
      befinden.

Außen:
      Kisten aus 
          Pappe (4G)

Nebenbestimmungen:
 Mit der Erteilung dieses Bescheids wird der Bescheid Nr. 1315-BAM-4.32 ungültig."
"II.3/2408/04"; "Zündverstärker Bi-Directional Booster Z 1027 (HMX, with rubber plug)"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:
      Nicht mehr als 100 Zündverstärker
      sind in Löcher in 35 mm dicken
      Schaumstoffplatten aus 
      Polyethylen oder Polyurethan zu 
      stecken. Die Zündverstärker 
      müssen untereinander einen seit-
      lichen Mindestabstand von 28 mm
      haben. Zwei dieser Schaumstoff-
      platten befinden sich in der Außen-
      verpackung.

Zwischen:
      Zwischen den Platten sowie über 
      der oberen und unter der unteren 
      Platte muss sich je eine 15 mm 
      dicke Schaumstoffplatte aus 
      Polyethylen oder Polyurethan 
      befinden.

Außen:
      Kisten aus 
          Pappe (4G)

Nebenbestimmungen:
 Mit der Erteilung dieses Bescheids wird der Bescheid Nr. 1777-BAM-II.31 ungültig."
"II.3/2409/04"; "Zündverstärker Bi-Directional Booster Z 1028 (HNS, with rubber plug)"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:
      Nicht mehr als 100 Zündverstärker
      sind in Löcher in 35 mm dicken
      Schaumstoffplatten aus 
      Polyethylen oder Polyurethan zu 
      stecken. Die Zündverstärker 
      müssen untereinander einen seit-
      lichen Mindestabstand von 28 mm
      haben. Zwei dieser Schaumstoff-
      platten befinden sich in der Außen-
      verpackung.

Zwischen:
      Zwischen den Platten sowie über 
      der oberen und unter der unteren 
      Platte muss sich je eine 15 mm 
      dicke Schaumstoffplatte aus 
      Polyethylen oder Polyurethan 
      befinden.

Außen:
      Kisten aus 
          Pappe (4G)

Nebenbestimmungen:
 Mit der Erteilung dieses Bescheids wird der Bescheid Nr. 1777-BAM-II.31 ungültig."
"II.3/2410/04"; "Zündverstärker Bi-Directional Booster Z 1116 (HNS, with short shell)"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:
      Nicht mehr als 100 Zündverstärker
      sind in Löcher in 35 mm dicken
      Schaumstoffplatten aus 
      Polyethylen oder Polyurethan zu 
      stecken. Die Zündverstärker 
      müssen untereinander einen seit-
      lichen Mindestabstand von 28 mm
      haben. Zwei dieser Schaumstoff-
      platten befinden sich in der Außen-
      verpackung.

Zwischen:
      Zwischen den Platten sowie über 
      der oberen und unter der unteren 
      Platte muss sich je eine 15 mm 
      dicke Schaumstoffplatte aus 
      Polyethylen oder Polyurethan 
      befinden.

Außen:
      Kisten aus 
          Pappe (4G)

Nebenbestimmungen:
 Mit der Erteilung dieses Bescheids wird der Bescheid Nr. 1777-BAM-II.31 ungültig."
"II.3/2391/04"; "Sprengstoff DYNAROC 9 A"; "EG-Baumusterprüf-bescheinigung 
Nr. 0080.EXP.97.0146,
Nachtrag C2"; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/2393/04"; "Sprengstoff F19"; "EG-Baumusterprüf-bescheinigung
Nr. 0080.EXP.97.0146,
Nachtrag C2"; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/2383/04"; "Explosivstoff Kamniktit E 3"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/2327/04"; "Schneidladung DYNAWELL Linearcutter 53 g/m"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung

Nebenbestimmungen:
 Mit der Erteilung dieses Bescheids wird der Bescheid Nr. II.3/3330/03 ungültig."
"II.3/1869/04"; "Zünder i-kon Detonator X-413"; ""; "1.4B"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Innen:
      Unterteilende Trennwände 
      in der Außenverpackung aus      
      Pappe

Zwischen:     
      Nicht erforderlich

Außen:     
      Kisten aus Pappe (4G)

alternativ:

Innen:
      Nicht mehr als 120 Zünder in 
      vier Lagen, jeweils getrennt durch
      eine Papplage

Zwischen:      
      Nicht erforderlich

Außen:      
      Kiste aus Pappe (4G)"
"II.3/1771/04"; "Kurzzeitzündeinrichtung EXEL MS"; "BAM-ZNE-016"; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Innen:
Nicht mehr als 10 Gegenstände, deren Zünder in  Verpackungsschuhen aus Kunststoff stecken, sind in Alfosäcken als Innenverpackung verpackt.
Die Abstände zwischen den Röhrchen zur Aufnahme der Zünder und ihre Wanddicke müssen mindestens denen des Verpackungsschuhs gemäß Zeichnung Nr. Z1309 (s. Anlage zu diesem Bescheid) entsprechen.

Außen:
Nicht mehr als 10 Innenverpackungen in Kisten aus Pappe (4G).

Alternativ:

Innen:             Faltschachtel aus Pappe
Außen:            Kisten aus Pappe (4G)

Zwischen den maximal 4 Innenverpackungen und der Außenverpackung befinden sich HDF-Platten (nach EN 622-5) mit mindestens 5 mm Dicke, die Innenverpackungen untereinander sind durch eine oder zwei Platten der gleichen Qualität, mit einer Gesamtdicke von mindestens 10 mm getrennt. Eine Innenverpackung enthält maximal 20 Gegenstände.

Alternativ:

Innen:              Alfosäcke
Außen:            Kisten aus Pappe (4G)

Zwischen den maximal 8 Alfosäcken und der Außenverpackung befinden sich HDF-Platten (nach EN 622-5) mit mindestens 5 mm Dicke, die Alfosäcke (1 oder 2 Stück) sind durch jeweils eine oder zwei Platten der gleichen Qualität, mit einer Gesamtdicke von mindestens 10 mm getrennt."
"II.3/1772/04"; "Langzeitzündeinrichtung EXEL LP"; "BAM-ZNE-017"; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Innen:
Nicht mehr als 10 Gegenstände, deren Zünder in  Verpackungsschuhen aus Kunststoff stecken, sind in Alfosäcken als Innenverpackung verpackt.
 Die Abstände zwischen den Röhrchen zur Aufnahme der Zünder und ihre Wanddicke müssen mindestens denen des Verpackungsschuhs gemäß Zeichnung Nr. Z1309 (s. Anlage zu diesem Bescheid) entsprechen.

Außen:
Nicht mehr als 10 Innenverpackungen in Kisten aus Pappe (4G).

Alternativ:

Innen:             Faltschachtel aus Pappe
Außen:            Kisten aus Pappe (4G)

Zwischen den maximal 4 Innenverpackungen und der Außenverpackung befinden sich HDF-Platten (nach EN 622-5) mit mindestens 5 mm Dicke, die Innenverpackungen untereinander sind durch eine oder zwei Platten der gleichen Qualität, mit einer Gesamtdicke von mindestens 10 mm getrennt. 
Eine Innenverpackung enthält maximal 20 Gegenstände.

Alternativ:

Innen:              Alfosäcke
Außen:            Kisten aus Pappe (4G)

Zwischen den maximal 8 Alfosäcken und der Außenverpackung befinden sich HDF-Platten (nach EN 622-5) mit mindestens 5 mm Dicke, die Alfosäcke (1 oder 2 Stück) sind durch jeweils eine oder zwei Platten der gleichen Qualität, mit einer Gesamtdicke von mindestens 10 mm getrennt."
