;1. Start des Fragebogens;1. Start des Fragebogens;1. Start des Fragebogens;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;5. Demographische Daten;5. Demographische Daten;6. Stromspiegel;6. Optionale Angaben;6. Optionale Angaben;6. Optionale Angaben;6. Optionale Angaben;7. Abschluss des Fragebogens
1100463;Ja;Ministerium des Innern;Nein;oft;nie;nie;immer;nie;nie;immer;immer;Nein;nie;immer;gelegentlich;immer;selten;Ja;nie;gelegentlich;immer;nie;immer;immer;nie;nie;nie;nie;immer;immer;gelegentlich;immer;Nein;nie;immer;gelegentlich;immer;immer;gelegentlich;immer;Ja;immer;gelegentlich;nie;nie;nie;nie;immer;nie;nie;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1100464;Ja;Ministerium der Justiz;Ja;gelegentlich;nie;gelegentlich;immer;immer;nie;immer;nie;Ja;nie;immer;immer;oft;nie;Ja;selten;selten;selten;selten;immer;immer;immer;immer;immer;nie;immer;gelegentlich;immer;selten;Ja;nie;immer;immer;selten;immer;selten;selten;Ja;selten;selten;oft;nie;oft;nie;;gelegentlich;selten;oft;Nein;40-49;weiblich;Nein;;;;;Ja
1100465;Ja;Ministerium des Innern;Nein;immer;nie;nie;immer;immer;oft;immer;k. A.;Ja;nie;nie;immer;oft;k. A.;Ja;nie;nie;immer;nie;immer;immer;immer;gelegentlich;immer;nie;oft;gelegentlich;immer;immer;Ja;nie;gelegentlich;immer;immer;immer;gelegentlich;immer;Ja;oft;selten;oft;k. A.;k. A.;k. A.;oft;nie;selten;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1100466;Ja;Ministerium des Innern;Ja;immer;immer;k. A.;immer;immer;oft;immer;immer;Ja;selten;immer;oft;nie;nie;Ja;gelegentlich;oft;immer;immer;immer;oft;oft;oft;selten;nie;gelegentlich;oft;immer;nie;Ja;oft;immer;oft;nie;immer;gelegentlich;nie;Ja;oft;oft;gelegentlich;nie;k. A.;k. A.;oft;gelegentlich;gelegentlich;immer;Nein;50-59;männlich;Nein;;;;;Ja
1100467;Nein;Ministerium des Innern;Nein;nie;nie;k. A.;immer;immer;gelegentlich;immer;k. A.;Ja;selten;nie;gelegentlich;nie;gelegentlich;Ja;gelegentlich;gelegentlich;immer;nie;k. A.;immer;immer;gelegentlich;gelegentlich;nie;gelegentlich;immer;immer;nie;Ja;gelegentlich;immer;oft;nie;immer;immer;nie;Ja;selten;selten;gelegentlich;k. A.;nie;k. A.;gelegentlich;nie;oft;oft;Nein;50-59;weiblich;Nein;;;;;Ja
1100468;Nein;Ministerium des Innern;Nein;nie;nie;nie;immer;selten;selten;immer;immer;Ja;nie;immer;gelegentlich;selten;selten;Ja;gelegentlich;gelegentlich;immer;nie;nie;immer;selten;oft;gelegentlich;nie;nie;nie;oft;immer;Ja;immer;selten;k. A.;k. A.;immer;immer;immer;k. A.;oft;gelegentlich;nie;nie;selten;nie;oft;selten;oft;oft;Nein;50-59;männlich;Unvollständig;;;2;2.500;Ja
1100469;Ja;Ministerium des Innern;Nein;nie;immer;nie;immer;immer;nie;nie;k. A.;Nein;nie;immer;immer;oft;immer;Ja;gelegentlich;immer;immer;immer;immer;selten;immer;oft;immer;nie;immer;nie;immer;immer;k. A.;nie;immer;immer;immer;immer;nie;immer;k. A.;immer;oft;oft;nie;k. A.;k. A.;gelegentlich;oft;nie;oft;Nein;50-59;männlich;Ja;Haus;Ohne Strom;6;10.000;Ja
1100471;Ja;Ministerium des Innern;Nein;immer;nie;k. A.;immer;immer;oft;oft;k. A.;Ja;nie;oft;oft;nie;selten;k. A.;selten;gelegentlich;immer;nie;k. A.;immer;immer;oft;immer;gelegentlich;gelegentlich;oft;oft;selten;Ja;nie;immer;oft;gelegentlich;immer;selten;immer;Ja;oft;gelegentlich;selten;nie;nie;nie;gelegentlich;selten;nie;oft;Nein;40-49;männlich;Ja;Haus;Ohne Strom;7;6.500;Ja
1100472;Ja;Ministerium des Innern;Ja;nie;selten;immer;immer;immer;immer;immer;k. A.;Ja;nie;immer;oft;immer;nie;Ja;oft;gelegentlich;selten;nie;immer;oft;immer;immer;immer;gelegentlich;immer;k. A.;immer;nie;Ja;nie;immer;immer;oft;k. A.;oft;nie;Ja;gelegentlich;gelegentlich;nie;nie;nie;nie;nie;nie;nie;oft;Nein;30-39;weiblich;Ja;Haus;Ohne Strom;1;800;Ja
1100473;Ja;Ministerium des Innern;Nein;selten;nie;nie;oft;immer;nie;oft;nie;Nein;nie;selten;gelegentlich;selten;oft;Ja;nie;nie;oft;nie;k. A.;immer;immer;immer;immer;nie;selten;oft;oft;nie;Nein;gelegentlich;immer;immer;immer;immer;gelegentlich;nie;Ja;oft;selten;nie;nie;k. A.;k. A.;gelegentlich;selten;selten;oft;Nein;30-39;männlich;Nein;;;;;Ja
1100476;Ja;Ministerium des Innern;Nein;immer;nie;nie;immer;immer;oft;immer;k. A.;Nein;nie;immer;gelegentlich;oft;nie;Ja;gelegentlich;selten;immer;nie;immer;immer;immer;immer;selten;nie;gelegentlich;selten;immer;selten;Nein;nie;immer;oft;immer;oft;nie;selten;Ja;oft;gelegentlich;selten;nie;k. A.;k. A.;immer;nie;nie;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1100477;Ja;Ministerium des Innern;Nein;selten;selten;nie;oft;oft;selten;gelegentlich;k. A.;Ja;selten;gelegentlich;gelegentlich;selten;gelegentlich;Ja;gelegentlich;selten;immer;gelegentlich;gelegentlich;immer;oft;gelegentlich;gelegentlich;nie;oft;oft;oft;nie;;selten;immer;oft;gelegentlich;immer;gelegentlich;nie;Ja;gelegentlich;gelegentlich;selten;nie;selten;k. A.;gelegentlich;selten;selten;oft;Nein;50-59;männlich;Ja;Haus;Ohne Strom;2;3.100;Ja
1100479;Ja;Ministerium des Innern;Nein;immer;nie;nie;immer;immer;nie;immer;k. A.;Nein;nie;immer;immer;gelegentlich;nie;k. A.;selten;selten;k. A.;immer;k. A.;oft;oft;oft;oft;nie;oft;oft;oft;selten;k. A.;selten;k. A.;k. A.;k. A.;immer;oft;selten;k. A.;nie;gelegentlich;oft;nie;k. A.;k. A.;gelegentlich;selten;selten;oft;Nein;40-49;weiblich;Nein;;;;;Ja
1100480;Ja;Ministerium des Innern;Nein;nie;nie;k. A.;selten;immer;nie;k. A.;k. A.;k. A.;nie;k. A.;gelegentlich;gelegentlich;selten;Ja;gelegentlich;selten;nie;nie;k. A.;gelegentlich;immer;selten;immer;nie;gelegentlich;oft;oft;selten;Ja;gelegentlich;selten;selten;nie;immer;selten;selten;k. A.;selten;selten;nie;nie;nie;k. A.;immer;nie;nie;gelegentlich;Nein;40-49;weiblich;Ja;Haus;Ohne Strom;5;3.800;Ja
1100481;Ja;Ministerium des Innern;Nein;selten;nie;nie;oft;immer;nie;immer;k. A.;Ja;nie;k. A.;selten;nie;nie;Ja;gelegentlich;selten;nie;nie;immer;immer;immer;gelegentlich;immer;gelegentlich;selten;immer;immer;nie;Ja;nie;immer;immer;immer;immer;oft;nie;Ja;gelegentlich;gelegentlich;nie;nie;nie;k. A.;oft;selten;nie;oft;Nein;18-29;weiblich;Nein;;;;;Ja
1100486;Ja;Ministerium des Innern;Nein;nie;gelegentlich;k. A.;immer;immer;immer;immer;immer;Nein;selten;immer;oft;gelegentlich;nie;Ja;gelegentlich;gelegentlich;gelegentlich;nie;immer;oft;immer;oft;immer;nie;gelegentlich;oft;immer;nie;Nein;gelegentlich;immer;immer;oft;immer;gelegentlich;nie;Ja;immer;immer;selten;nie;nie;nie;gelegentlich;gelegentlich;nie;immer;Nein;40-49;männlich;Ja;Haus;Ohne Strom;6;6.500;Ja
1100488;Ja;Ministerium des Innern;Nein;immer;nie;k. A.;immer;immer;nie;oft;k. A.;Ja;selten;selten;gelegentlich;nie;nie;Ja;oft;nie;nie;nie;immer;immer;immer;nie;selten;nie;selten;oft;gelegentlich;nie;Nein;selten;gelegentlich;selten;nie;immer;nie;nie;Ja;nie;selten;nie;k. A.;nie;k. A.;oft;nie;nie;oft;Nein;60-69;männlich;Ja;Wohnung;Mit Strom;1;1.000;Ja
1100489;Nein;Ministerium des Innern;Nein;oft;selten;nie;immer;oft;nie;immer;k. A.;Ja;selten;immer;gelegentlich;gelegentlich;nie;Ja;gelegentlich;oft;immer;selten;immer;immer;immer;oft;oft;nie;oft;oft;immer;nie;Nein;nie;immer;immer;oft;immer;selten;nie;Ja;oft;oft;gelegentlich;nie;gelegentlich;selten;gelegentlich;selten;oft;oft;Nein;40-49;weiblich;Ja;Wohnung;Mit Strom;2;2.500;Ja
1100493;Ja;Ministerium des Innern;Nein;nie;nie;k. A.;oft;gelegentlich;nie;oft;k. A.;Nein;nie;oft;oft;nie;selten;Nein;gelegentlich;gelegentlich;gelegentlich;nie;k. A.;immer;immer;oft;immer;k. A.;nie;k. A.;immer;oft;Nein;nie;immer;selten;immer;immer;selten;selten;Nein;oft;oft;oft;nie;oft;k. A.;selten;gelegentlich;gelegentlich;immer;Nein;40-49;männlich;Ja;Wohnung;Ohne Strom;1;600;Ja
1100496;Ja;Ministerium des Innern;Nein;immer;;nie;oft;immer;selten;immer;oft;Nein;nie;immer;oft;nie;nie;Ja;gelegentlich;gelegentlich;immer;nie;immer;oft;selten;oft;nie;nie;oft;;oft;immer;Nein;nie;immer;;immer;immer;selten;immer;Ja;gelegentlich;gelegentlich;nie;nie;selten;nie;gelegentlich;nie;nie;immer;Nein;50-59;männlich;Ja;Haus;Ohne Strom;2;3.000;Ja
1100500;Ja;Ministerium des Innern;Nein;immer;nie;nie;immer;immer;nie;immer;k. A.;Ja;selten;selten;immer;nie;selten;k. A.;selten;oft;immer;nie;immer;immer;immer;oft;immer;nie;immer;nie;oft;k. A.;Ja;selten;nie;immer;nie;oft;selten;nie;k. A.;selten;oft;nie;nie;nie;nie;oft;nie;nie;oft;Nein;60-69;männlich;Nein;;;;;Ja
1100501;Ja;Ministerium des Innern;Ja;oft;nie;nie;immer;k. A.;nie;oft;k. A.;Nein;nie;k. A.;oft;nie;nie;Ja;selten;selten;selten;nie;k. A.;oft;gelegentlich;oft;immer;immer;gelegentlich;nie;oft;nie;Nein;nie;immer;oft;gelegentlich;immer;immer;nie;Ja;gelegentlich;gelegentlich;immer;k. A.;oft;selten;k. A.;oft;selten;k. A.;Nein;30-39;weiblich;Nein;;;;;Ja
1100504;Ja;Ministerium des Innern;Ja;nie;nie;k. A.;immer;immer;oft;immer;k. A.;Nein;selten;immer;immer;immer;selten;Ja;gelegentlich;oft;nie;nie;immer;immer;immer;oft;oft;nie;gelegentlich;oft;oft;nie;Ja;gelegentlich;immer;oft;oft;immer;gelegentlich;nie;Ja;gelegentlich;oft;gelegentlich;nie;gelegentlich;nie;gelegentlich;selten;gelegentlich;oft;Nein;50-59;männlich;Nein;;;;;Ja
1100505;Ja;Ministerium des Innern;Nein;gelegentlich;nie;immer;selten;immer;nie;oft;k. A.;Ja;nie;k. A.;gelegentlich;k. A.;selten;k. A.;gelegentlich;oft;immer;nie;immer;gelegentlich;immer;immer;immer;nie;gelegentlich;gelegentlich;gelegentlich;selten;Nein;nie;immer;immer;immer;immer;gelegentlich;selten;Ja;gelegentlich;oft;immer;nie;k. A.;nie;oft;gelegentlich;nie;immer;Nein;50-59;männlich;Nein;;;;;Ja
1100506;Nein;Ministerium des Innern;Ja;;immer;nie;immer;immer;gelegentlich;oft;k. A.;Nein;nie;oft;oft;immer;nie;k. A.;nie;gelegentlich;immer;immer;immer;oft;immer;selten;oft;nie;selten;oft;oft;k. A.;Ja;oft;immer;oft;immer;immer;gelegentlich;immer;Ja;selten;oft;nie;nie;nie;nie;immer;nie;nie;immer;Nein;60-69;männlich;Nein;;;;;Ja
1100507;Ja;Ministerium der Justiz;Nein;immer;selten;selten;immer;oft;oft;oft;immer;Ja;gelegentlich;oft;oft;oft;selten;Ja;nie;nie;oft;nie;immer;immer;oft;immer;nie;nie;selten;oft;;oft;k. A.;nie;oft;immer;immer;oft;oft;immer;Ja;gelegentlich;gelegentlich;nie;nie;nie;nie;immer;nie;nie;k. A.;Nein;50-59;weiblich;Nein;;;;;Ja
1100508;Ja;Ministerium des Innern;Nein;immer;selten;k. A.;oft;immer;nie;oft;k. A.;Nein;selten;oft;oft;gelegentlich;selten;Ja;gelegentlich;gelegentlich;oft;gelegentlich;immer;immer;selten;nie;oft;gelegentlich;nie;oft;oft;oft;Nein;selten;immer;immer;selten;immer;gelegentlich;oft;Ja;gelegentlich;gelegentlich;nie;nie;selten;nie;gelegentlich;gelegentlich;nie;gelegentlich;Nein;50-59;männlich;Nein;;;;;Ja
1100509;Ja;Ministerium des Innern;Nein;immer;oft;nie;immer;immer;selten;immer;k. A.;Nein;selten;oft;immer;gelegentlich;nie;Ja;nie;nie;immer;immer;selten;immer;immer;gelegentlich;gelegentlich;nie;gelegentlich;selten;immer;immer;Nein;selten;immer;immer;immer;immer;oft;immer;Ja;selten;gelegentlich;nie;nie;nie;nie;selten;nie;nie;immer;Nein;50-59;männlich;Ja;Haus;Ohne Strom;2;3.800;Ja
1100510;Ja;Ministerium des Innern;Nein;selten;nie;nie;immer;nie;nie;immer;nie;Ja;nie;selten;immer;gelegentlich;nie;Nein;nie;nie;gelegentlich;nie;nie;immer;;;;;;;;;;;;;;;;;;;;gelegentlich;nie;nie;nie;immer;nie;nie;nie;Nein;30-39;weiblich;Nein;;;;;Ja
1100511;Ja;Ministerium des Innern;Nein;immer;immer;immer;immer;immer;immer;immer;immer;k. A.;nie;immer;immer;immer;nie;Ja;immer;immer;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;immer;immer;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;k. A.;50-59;männlich;Nein;;;;;Ja
1100512;Nein;Ministerium des Innern;Nein;immer;nie;k. A.;immer;k. A.;selten;immer;k. A.;Ja;gelegentlich;oft;gelegentlich;nie;nie;Ja;selten;nie;k. A.;nie;k. A.;immer;oft;immer;immer;nie;k. A.;selten;oft;oft;k. A.;oft;oft;oft;nie;immer;nie;nie;k. A.;gelegentlich;selten;gelegentlich;nie;nie;selten;oft;nie;gelegentlich;oft;Nein;50-59;männlich;Nein;;;;;Ja
1100515;Ja;Ministerium des Innern;Ja;immer;selten;k. A.;immer;oft;nie;immer;gelegentlich;Ja;immer;nie;gelegentlich;nie;oft;k. A.;selten;selten;oft;selten;immer;immer;oft;gelegentlich;nie;nie;immer;gelegentlich;oft;selten;Ja;oft;immer;oft;selten;immer;oft;selten;Ja;nie;oft;selten;nie;nie;nie;oft;nie;nie;immer;Nein;40-49;männlich;Nein;;;;;Ja
1100516;Ja;Ministerium des Innern;Nein;immer;nie;nie;oft;selten;oft;oft;k. A.;Ja;nie;selten;selten;selten;selten;Ja;selten;gelegentlich;oft;nie;k. A.;oft;oft;oft;nie;nie;gelegentlich;nie;immer;immer;Nein;selten;immer;oft;oft;immer;gelegentlich;immer;Ja;oft;gelegentlich;gelegentlich;nie;nie;nie;oft;gelegentlich;nie;immer;Nein;60-69;männlich;Ja;Haus;Ohne Strom;2;2.800;Ja
1100517;Ja;Ministerium des Innern;Nein;nie;nie;nie;immer;immer;gelegentlich;immer;k. A.;Nein;nie;nie;immer;nie;nie;Nein;nie;oft;gelegentlich;nie;immer;immer;immer;nie;immer;nie;gelegentlich;nie;immer;nie;Nein;nie;immer;immer;immer;immer;selten;gelegentlich;Ja;immer;oft;oft;nie;nie;nie;selten;selten;selten;gelegentlich;Nein;30-39;weiblich;Nein;;;;;Ja
1100518;Ja;Ministerium des Innern;Ja;oft;gelegentlich;oft;immer;immer;immer;immer;immer;Nein;nie;nie;oft;nie;nie;Ja;oft;gelegentlich;k. A.;k. A.;k. A.;immer;immer;immer;oft;nie;oft;gelegentlich;immer;immer;Nein;nie;immer;oft;k. A.;immer;nie;immer;Ja;oft;oft;gelegentlich;nie;nie;k. A.;oft;nie;nie;immer;Nein;50-59;männlich;Ja;Haus;Ohne Strom;4;3.150;Ja
1100519;Ja;Ministerium des Innern;Ja;oft;oft;k. A.;immer;oft;oft;immer;k. A.;Nein;nie;gelegentlich;gelegentlich;immer;oft;k. A.;nie;selten;immer;oft;k. A.;immer;oft;k. A.;nie;k. A.;k. A.;k. A.;k. A.;k. A.;Nein;nie;k. A.;gelegentlich;k. A.;immer;oft;nie;Ja;k. A.;k. A.;oft;nie;selten;nie;nie;gelegentlich;nie;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1100521;Ja;Ministerium für Heimat, Kommunales, Bau und Digitalisierung;Nein;immer;nie;gelegentlich;immer;immer;selten;oft;k. A.;Ja;gelegentlich;selten;gelegentlich;gelegentlich;selten;k. A.;gelegentlich;gelegentlich;selten;nie;oft;oft;oft;oft;oft;nie;selten;immer;immer;immer;Ja;immer;gelegentlich;gelegentlich;gelegentlich;immer;gelegentlich;immer;Ja;gelegentlich;gelegentlich;immer;nie;gelegentlich;nie;selten;gelegentlich;nie;immer;Nein;60-69;männlich;Nein;;;;;Ja
1100522;Ja;Ministerium des Innern;Nein;nie;nie;k. A.;immer;gelegentlich;nie;immer;k. A.;k. A.;nie;immer;oft;selten;k. A.;k. A.;gelegentlich;selten;gelegentlich;nie;immer;immer;selten;oft;immer;oft;selten;oft;oft;immer;Nein;nie;immer;immer;oft;immer;gelegentlich;immer;Ja;gelegentlich;selten;immer;nie;nie;k. A.;selten;selten;nie;oft;Nein;30-39;männlich;Unvollständig;Haus;Ohne Strom;4;;Ja
1100524;Ja;Ministerium des Innern;Nein;nie;nie;nie;immer;immer;nie;immer;gelegentlich;Nein;gelegentlich;oft;oft;oft;selten;k. A.;gelegentlich;oft;immer;nie;immer;immer;immer;immer;immer;selten;selten;oft;immer;;Nein;gelegentlich;nie;immer;nie;immer;oft;immer;k. A.;oft;oft;oft;nie;k. A.;k. A.;oft;oft;nie;immer;Nein;40-49;männlich;Nein;;;;;Ja
1100525;Ja;Ministerium des Innern;Nein;immer;nie;immer;immer;oft;selten;immer;immer;Ja;selten;oft;gelegentlich;nie;nie;Ja;selten;selten;immer;nie;immer;immer;oft;selten;selten;nie;gelegentlich;nie;oft;nie;Ja;oft;oft;nie;nie;immer;oft;nie;Ja;oft;gelegentlich;nie;nie;nie;nie;immer;nie;selten;immer;Nein;18-29;männlich;Nein;;;;;Ja
1100527;Nein;Ministerium des Innern;Nein;nie;nie;immer;immer;oft;selten;oft;immer;Ja;oft;immer;nie;immer;gelegentlich;Ja;selten;selten;immer;gelegentlich;immer;immer;selten;immer;immer;nie;immer;nie;oft;nie;Ja;selten;oft;immer;immer;immer;selten;nie;k. A.;selten;gelegentlich;nie;nie;nie;nie;immer;nie;nie;immer;Nein;60-69;männlich;Ja;Wohnung;Mit Strom;2;4.000;Ja
1100528;Ja;Ministerium des Innern;Nein;oft;nie;nie;oft;oft;nie;oft;k. A.;Nein;selten;selten;selten;nie;nie;k. A.;oft;nie;immer;immer;k. A.;selten;selten;selten;selten;nie;gelegentlich;oft;oft;selten;Nein;oft;oft;gelegentlich;nie;immer;selten;nie;k. A.;gelegentlich;selten;nie;nie;nie;nie;oft;selten;selten;immer;Nein;40-49;männlich;Nein;;;;;Ja
1100529;Ja;Ministerium des Innern;Nein;gelegentlich;immer;k. A.;immer;immer;immer;immer;k. A.;Ja;nie;immer;gelegentlich;immer;nie;Ja;oft;selten;k. A.;k. A.;k. A.;immer;immer;oft;selten;gelegentlich;selten;nie;oft;nie;Ja;nie;immer;selten;immer;immer;selten;nie;Ja;oft;selten;selten;nie;nie;k. A.;selten;selten;gelegentlich;oft;Nein;50-59;weiblich;Nein;;;;;Ja
1100530;Ja;Ministerium des Innern;Nein;nie;nie;nie;nie;gelegentlich;nie;nie;nie;Ja;gelegentlich;selten;selten;nie;immer;Ja;nie;nie;nie;nie;immer;immer;selten;nie;immer;nie;k. A.;oft;immer;immer;Ja;gelegentlich;immer;immer;immer;immer;oft;immer;Ja;gelegentlich;gelegentlich;gelegentlich;nie;nie;nie;immer;nie;nie;immer;Nein;50-59;männlich;Ja;Haus;Ohne Strom;5;6.500;Ja
1100531;Ja;Ministerium des Innern;Ja;immer;;nie;immer;immer;selten;immer;k. A.;Ja;nie;immer;immer;immer;nie;Ja;gelegentlich;gelegentlich;immer;nie;immer;immer;immer;gelegentlich;nie;nie;gelegentlich;gelegentlich;;nie;Ja;nie;immer;immer;immer;immer;oft;nie;Ja;selten;gelegentlich;selten;nie;nie;nie;selten;gelegentlich;selten;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1100532;Ja;Ministerium des Innern;Nein;immer;nie;nie;immer;immer;nie;nie;nie;Ja;gelegentlich;nie;nie;nie;nie;Nein;nie;nie;immer;nie;immer;immer;oft;immer;nie;nie;immer;selten;immer;nie;Ja;nie;nie;gelegentlich;nie;immer;immer;nie;Nein;selten;selten;oft;nie;gelegentlich;k. A.;selten;nie;nie;immer;Nein;50-59;männlich;Nein;;;;;Ja
1100533;Ja;Ministerium des Innern;Nein;immer;nie;nie;oft;immer;nie;oft;k. A.;Ja;nie;gelegentlich;oft;nie;nie;Ja;gelegentlich;gelegentlich;immer;nie;immer;oft;immer;oft;immer;nie;immer;k. A.;immer;selten;Ja;nie;immer;oft;oft;immer;gelegentlich;selten;Ja;gelegentlich;oft;gelegentlich;k. A.;selten;k. A.;selten;gelegentlich;nie;oft;Nein;50-59;weiblich;Ja;Haus;Ohne Strom;3;3.900;Ja
1100534;Ja;Ministerium des Innern;Ja;oft;nie;nie;immer;immer;immer;immer;immer;Ja;immer;gelegentlich;immer;nie;nie;k. A.;gelegentlich;oft;immer;nie;immer;immer;immer;immer;immer;oft;immer;nie;oft;nie;Ja;oft;nie;oft;nie;immer;nie;nie;Ja;gelegentlich;oft;gelegentlich;nie;nie;nie;gelegentlich;oft;nie;immer;Nein;60-69;männlich;Ja;Haus;Mit Strom;2;3.000;Ja
1100535;Nein;Ministerium des Innern;Nein;immer;nie;nie;immer;oft;nie;gelegentlich;k. A.;Ja;selten;oft;gelegentlich;gelegentlich;selten;Nein;gelegentlich;gelegentlich;immer;oft;immer;oft;immer;oft;oft;nie;immer;oft;immer;oft;Ja;selten;immer;immer;oft;immer;gelegentlich;k. A.;Ja;gelegentlich;gelegentlich;nie;k. A.;k. A.;k. A.;immer;selten;nie;oft;Nein;50-59;männlich;Ja;Haus;Ohne Strom;4;5.500;Ja
1100536;Ja;Ministerium des Innern;Nein;oft;selten;gelegentlich;oft;selten;selten;immer;gelegentlich;Nein;nie;selten;oft;selten;nie;k. A.;oft;gelegentlich;selten;selten;immer;immer;selten;immer;immer;selten;selten;oft;immer;selten;Nein;selten;immer;gelegentlich;gelegentlich;immer;selten;selten;Ja;immer;oft;nie;nie;nie;nie;immer;nie;nie;gelegentlich;Nein;40-49;männlich;Ja;Haus;Ohne Strom;4;4.500;Ja
1100537;Nein;Ministerium des Innern;Nein;oft;immer;nie;immer;oft;selten;oft;immer;Nein;gelegentlich;oft;selten;selten;nie;;gelegentlich;selten;k. A.;immer;immer;immer;immer;immer;gelegentlich;selten;selten;nie;oft;nie;Nein;oft;gelegentlich;selten;selten;oft;selten;nie;Ja;gelegentlich;gelegentlich;nie;nie;nie;nie;gelegentlich;selten;selten;oft;Nein;18-29;männlich;Ja;Wohnung;Ohne Strom;1;1.100;Ja
1100538;Nein;Ministerium des Innern;Nein;gelegentlich;selten;nie;immer;oft;nie;immer;gelegentlich;Nein;selten;immer;immer;nie;selten;k. A.;gelegentlich;gelegentlich;immer;oft;immer;immer;immer;oft;gelegentlich;selten;oft;nie;oft;nie;Nein;gelegentlich;immer;immer;nie;immer;gelegentlich;nie;Ja;oft;oft;selten;nie;nie;nie;oft;nie;nie;immer;Nein;30-39;männlich;Unvollständig;Wohnung;Mit Strom;3;;Ja
1100539;Ja;Ministerium des Innern;Nein;gelegentlich;nie;nie;oft;oft;nie;immer;k. A.;Ja;nie;selten;immer;gelegentlich;nie;Ja;gelegentlich;selten;immer;selten;oft;oft;immer;gelegentlich;immer;nie;oft;gelegentlich;oft;nie;Ja;oft;selten;nie;nie;immer;oft;nie;Ja;gelegentlich;gelegentlich;nie;nie;nie;k. A.;immer;nie;selten;oft;Nein;50-59;weiblich;Ja;Haus;Ohne Strom;2;12.000;Ja
1100540;Nein;Ministerium des Innern;Nein;oft;nie;nie;immer;immer;oft;immer;k. A.;Nein;nie;oft;gelegentlich;selten;gelegentlich;Ja;gelegentlich;gelegentlich;k. A.;k. A.;immer;immer;immer;oft;immer;selten;immer;selten;immer;immer;k. A.;nie;immer;oft;gelegentlich;immer;gelegentlich;oft;Ja;gelegentlich;gelegentlich;nie;nie;nie;nie;immer;nie;nie;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1100541;Ja;Ministerium für Wirtschaft, Industrie, Klimaschutz und Energie;Ja;immer;nie;k. A.;immer;oft;nie;oft;k. A.;Nein;nie;k. A.;k. A.;k. A.;k. A.;Ja;oft;oft;immer;nie;k. A.;oft;selten;immer;immer;immer;immer;nie;immer;selten;Nein;nie;immer;immer;immer;immer;selten;nie;Ja;oft;oft;;nie;oft;nie;nie;oft;nie;immer;Ja;60-69;weiblich;Ja;Wohnung;Ohne Strom;1;2.000;Ja
1100543;Nein;Ministerium des Innern;Nein;selten;nie;k. A.;immer;oft;selten;immer;k. A.;k. A.;selten;selten;k. A.;k. A.;oft;k. A.;selten;gelegentlich;immer;nie;immer;oft;oft;selten;selten;nie;oft;gelegentlich;immer;selten;Nein;gelegentlich;k. A.;immer;k. A.;immer;oft;selten;k. A.;selten;gelegentlich;nie;nie;nie;k. A.;immer;selten;selten;gelegentlich;Nein;30-39;männlich;Nein;;;;;Ja
1100544;Ja;Ministerium des Innern;Nein;oft;nie;nie;immer;selten;selten;oft;nie;Nein;selten;selten;immer;nie;immer;Ja;nie;nie;k. A.;nie;nie;immer;nie;immer;immer;nie;nie;immer;gelegentlich;nie;Nein;selten;selten;oft;nie;immer;immer;nie;Nein;gelegentlich;nie;nie;nie;nie;nie;immer;nie;nie;oft;Nein;40-49;männlich;Nein;;;;;Ja
1100545;Nein;Ministerium der Justiz;Nein;oft;nie;nie;immer;oft;selten;oft;k. A.;Nein;nie;gelegentlich;selten;oft;nie;Ja;nie;selten;oft;nie;oft;immer;gelegentlich;selten;nie;nie;selten;immer;selten;selten;Nein;oft;selten;gelegentlich;immer;immer;nie;selten;Ja;nie;gelegentlich;oft;nie;selten;nie;oft;selten;gelegentlich;oft;;18-29;männlich;Ja;Wohnung;Ohne Strom;2;1.200;Ja
1100546;Ja;Ministerium der Justiz;Ja;immer;gelegentlich;k. A.;immer;immer;oft;oft;immer;Ja;nie;oft;immer;immer;nie;Ja;gelegentlich;gelegentlich;immer;gelegentlich;immer;immer;immer;immer;gelegentlich;immer;oft;nie;oft;selten;Ja;nie;immer;immer;immer;immer;nie;gelegentlich;Ja;gelegentlich;gelegentlich;oft;nie;oft;k. A.;nie;oft;k. A.;immer;Nein;50-59;weiblich;Nein;;;;;Ja
